,location,total_sqft,bath,balcony,price,bedrooms
3359,Bangalore,3322.32,1,0,169.34,2
3360,Mumbai,3997.38,3,1,54.38,1
3361,Mumbai,4161.42,1,0,463.2,2
3362,Hyderabad,4279.08,1,3,74.91,2
3363,Bangalore,1924.65,4,1,34.06,4
3364,Delhi,1529.26,2,0,493.28,2
3365,Ahmedabad,4035.1,1,0,181.26,3
3366,Delhi,2051.71,1,3,340.2,3
3367,Hyderabad,4922.34,2,0,173.1,4
3368,Bangalore,3987.43,3,2,479.23,2
3369,Pune,3896.05,3,0,266.11,2
3370,Kolkata,1797.07,3,1,258.0,1
3372,Mumbai,2918.99,3,0,246.11,1
3373,Kolkata,1635.82,4,2,222.89,1
3374,Mumbai,2768.92,4,1,321.83,1
3375,Pune,3010.73,3,1,296.27,1
3376,Mumbai,2644.56,4,0,343.62,2
3377,Kolkata,4790.27,1,1,352.9,3
3378,Kolkata,2280.82,4,2,153.14,1
3379,Kolkata,3358.59,2,1,118.37,2
3381,Delhi,1105.57,2,1,338.51,1
3382,Hyderabad,3454.93,3,1,162.23,1
3383,Bangalore,4027.17,2,2,179.42,2
3384,Chennai,2067.02,3,2,231.29,1
3385,Delhi,3354.68,2,1,147.68,1
3386,Kolkata,2344.8,3,2,106.07,1
3387,Bangalore,4100.23,3,1,405.29,2
3388,Kolkata,3843.51,1,3,95.35,3
3389,Pune,2176.49,4,0,64.3,1
3390,Bangalore,2255.69,2,2,52.31,4
3391,Chennai,3426.33,3,1,302.28,1
3393,Hyderabad,2216.29,1,0,302.29,1
3394,Hyderabad,900.99,2,2,234.37,2
3395,Mumbai,4467.06,2,3,126.53,2
3396,Ahmedabad,3804.5,4,1,379.1,1
3397,Ahmedabad,2211.86,2,1,401.94,4
3398,Ahmedabad,1063.11,1,2,330.49,1
3399,Bangalore,4338.93,3,2,450.7,1
3400,Pune,2363.46,4,2,345.06,3
3401,Ahmedabad,2177.83,1,1,204.01,1
3402,Pune,696.35,1,2,305.96,2
3403,Ahmedabad,1608.45,2,3,110.59,4
3404,Mumbai,1633.9,3,0,375.6,1
3405,Pune,4119.37,2,1,458.47,2
3409,Bangalore,3566.37,2,2,389.82,4
3410,Kolkata,3462.77,2,1,169.56,2
3411,Kolkata,2664.54,4,3,29.82,2
3412,Delhi,711.51,2,3,436.4,2
3413,Delhi,2272.78,2,3,134.2,1
3414,Kolkata,3240.75,1,3,265.28,3
3415,Kolkata,3797.63,3,0,322.92,2
3416,Hyderabad,640.89,2,2,13.93,1
3417,Ahmedabad,4962.14,2,1,468.01,2
3418,Pune,2037.42,4,0,318.92,3
3419,Bangalore,2424.78,4,2,244.92,4
3420,Mumbai,1029.38,3,3,428.3,2
3421,Pune,2792.38,4,2,28.88,3
3422,Pune,3628.52,4,1,324.4,1
3423,Pune,2330.42,2,1,41.32,3
3424,Hyderabad,531.17,4,1,65.49,1
3425,Hyderabad,2360.48,3,2,213.33,2
3426,Mumbai,1134.22,1,2,128.71,2
3427,Bangalore,3389.02,2,1,301.78,2
3428,Delhi,2351.99,2,1,455.25,4
3429,Ahmedabad,2104.92,1,2,482.64,1
3430,Ahmedabad,4316.18,4,3,416.81,2
3431,Ahmedabad,4726.74,4,1,468.48,4
3432,Delhi,4943.78,4,0,454.53,1
3433,Pune,4151.93,1,1,265.81,4
3434,Delhi,4199.03,2,1,424.47,2
3435,Chennai,4172.48,3,3,345.15,1
3436,Bangalore,416.79,3,1,11.45,1
3438,Chennai,2418.39,1,2,45.03,1
3439,Ahmedabad,2524.07,2,1,288.94,1
3440,Ahmedabad,3170.47,2,0,238.84,1
3441,Bangalore,2276.89,1,0,315.15,4
3442,Hyderabad,4690.02,1,2,485.64,1
3444,Delhi,4132.57,1,1,184.73,3
3445,Kolkata,4766.87,3,3,260.07,2
3446,Ahmedabad,2449.89,1,2,133.26,1
3448,Pune,3882.34,3,3,383.57,2
3450,Mumbai,2984.54,2,1,424.41,2
3451,Chennai,2587.98,1,2,35.35,1
3452,Delhi,4391.34,4,3,156.58,2
3454,Ahmedabad,3467.23,2,3,247.6,1
3456,Pune,4006.55,4,2,398.53,1
3457,Hyderabad,3096.54,4,3,373.34,1
3458,Pune,911.44,2,1,236.93,1
3459,Kolkata,1065.86,4,1,50.31,2
3460,Mumbai,4682.59,4,0,103.71,4
3461,Hyderabad,2809.75,4,1,460.17,3
3463,Hyderabad,4860.86,3,1,114.85,1
3464,Bangalore,2953.31,1,3,38.99,2
3465,Mumbai,3699.51,3,1,238.65,4
3466,Pune,2156.68,2,1,118.33,3
3467,Kolkata,2525.93,1,2,429.91,1
3468,Mumbai,3554.72,3,1,159.46,2
3469,Hyderabad,1616.82,3,1,414.73,3
3470,Kolkata,4200.1,4,2,462.45,1
3471,Hyderabad,1586.51,3,1,398.14,2
3472,Delhi,1707.12,4,3,401.57,4
3473,Delhi,2413.13,3,0,65.88,1
3474,Hyderabad,1362.11,3,3,170.36,1
3475,Ahmedabad,1071.85,3,0,324.45,3
3476,Delhi,2219.05,2,3,140.77,3
3478,Pune,4830.42,1,0,191.4,2
3479,Delhi,672.46,1,3,305.72,1
3480,Pune,2989.94,1,2,324.7,2
3482,Mumbai,2215.56,1,2,259.64,2
3483,Chennai,1983.55,3,2,188.54,3
3484,Kolkata,4440.31,3,0,63.83,1
3485,Chennai,2030.52,2,2,352.95,4
3486,Mumbai,1320.42,3,2,363.93,1
3487,Hyderabad,2719.88,3,1,149.74,4
3488,Pune,3246.45,2,2,279.36,2
3489,Kolkata,2211.26,3,1,351.68,2
3490,Hyderabad,635.32,1,2,79.47,2
3491,Kolkata,4703.01,2,1,491.46,4
3494,Kolkata,3344.62,4,3,247.64,2
3495,Ahmedabad,1298.57,3,2,164.85,2
3496,Chennai,1245.0,4,3,79.2,1
3497,Ahmedabad,4095.5,3,0,357.92,4
3499,Bangalore,1175.29,1,0,19.35,1
3500,Kolkata,4269.9,1,0,418.87,1
3501,Mumbai,3264.36,1,0,136.56,2
3502,Delhi,3582.48,3,2,80.6,2
3503,Chennai,2468.2,2,0,183.2,3
3504,Mumbai,1643.69,3,3,466.82,1
3505,Delhi,2435.94,3,1,189.94,2
3506,Pune,3019.73,3,3,106.18,1
3507,Bangalore,4192.82,4,3,61.45,1
3508,Bangalore,4872.41,3,0,377.69,4
3509,Pune,1108.89,1,2,265.64,2
3510,Ahmedabad,1372.05,1,3,373.38,1
3511,Hyderabad,2846.83,3,2,123.07,1
3512,Chennai,849.1,2,1,445.58,2
3513,Ahmedabad,2141.05,2,2,161.32,2
3514,Kolkata,3330.8,3,2,173.69,1
3515,Chennai,3029.64,3,0,229.01,2
3516,Chennai,3142.72,3,0,106.35,1
3517,Hyderabad,4182.47,2,3,164.2,1
3518,Pune,2510.75,1,2,474.95,4
3519,Mumbai,963.36,2,2,425.98,3
3520,Chennai,4178.1,2,1,177.31,2
3522,Ahmedabad,669.06,3,3,278.9,1
3523,Kolkata,1204.52,4,0,400.73,1
3524,Chennai,424.92,4,1,98.34,1
3525,Delhi,3817.66,3,2,262.3,1
3526,Pune,4919.63,2,0,412.95,4
3527,Pune,1091.58,2,0,214.37,2
3528,Kolkata,2766.77,4,3,61.36,4
3529,Bangalore,3873.18,4,2,41.01,3
3530,Hyderabad,2193.71,2,3,287.87,4
3531,Delhi,3783.22,4,3,379.64,2
3532,Hyderabad,2935.86,1,3,420.74,2
3533,Chennai,4899.17,1,1,485.9,4
3534,Delhi,1558.35,3,3,211.91,3
3535,Bangalore,4545.22,1,0,114.84,1
3536,Kolkata,314.05,3,1,36.21,1
3537,Hyderabad,2332.26,3,0,306.62,2
3538,Chennai,1734.39,1,0,225.16,3
3541,Chennai,1893.35,3,0,295.2,1
3542,Mumbai,2907.12,3,1,407.18,4
3543,Hyderabad,3725.73,1,3,97.18,4
3545,Delhi,565.97,2,0,378.45,1
3546,Bangalore,3064.36,4,2,461.02,4
3547,Chennai,4028.44,2,2,106.1,1
3548,Chennai,2868.53,4,2,176.36,2
3549,Delhi,3767.32,1,1,52.55,2
3550,Pune,2268.66,2,0,176.22,2
3551,Delhi,2439.47,4,1,235.5,2
3552,Delhi,2513.45,3,1,211.43,4
3553,Chennai,4263.47,3,1,473.58,2
3554,Bangalore,1319.44,3,1,133.98,2
3555,Hyderabad,4286.75,1,2,252.39,3
3556,Hyderabad,622.44,4,0,466.99,2
3557,Delhi,2047.58,1,0,409.13,4
3558,Mumbai,4306.89,3,3,54.36,3
3559,Kolkata,4348.87,4,1,132.54,2
3560,Ahmedabad,4911.63,4,2,343.01,1
3562,Bangalore,3091.47,1,3,494.14,1
3563,Kolkata,400.79,1,2,14.31,1
3564,Bangalore,2306.66,2,1,159.16,1
3566,Ahmedabad,4753.75,3,2,320.38,1
3567,Pune,4782.52,3,0,316.23,4
3568,Hyderabad,4474.0,2,0,367.78,4
3569,Bangalore,4755.16,2,3,318.62,2
3570,Hyderabad,3349.34,4,0,270.02,4
3572,Delhi,2103.05,4,1,180.91,1
3573,Chennai,3500.54,4,1,269.05,2
3574,Delhi,1091.93,3,3,476.75,2
3575,Ahmedabad,3158.21,2,1,233.9,2
3576,Mumbai,2928.2,3,1,266.6,1
3577,Hyderabad,3103.76,1,1,384.68,2
3578,Pune,2790.29,2,3,390.84,2
3579,Hyderabad,1287.57,3,2,75.38,1
3580,Delhi,1256.19,4,0,469.35,2
3581,Chennai,1987.2,3,3,54.45,1
3582,Hyderabad,2417.29,3,0,442.05,1
3583,Pune,3451.45,4,0,128.89,4
3584,Ahmedabad,4847.48,2,0,349.22,2
3585,Chennai,2141.66,4,0,315.1,4
3586,Ahmedabad,1830.63,4,3,478.34,2
3587,Hyderabad,2600.04,2,0,487.56,3
3588,Bangalore,3735.95,2,2,65.15,3
3589,Mumbai,2645.04,4,3,135.38,3
3590,Delhi,2787.03,3,0,289.15,2
3591,Delhi,3988.56,3,0,67.64,2
3593,Kolkata,3838.22,2,1,342.6,1
3594,Chennai,2613.45,2,3,209.13,2
3595,Chennai,2841.39,1,2,85.02,3
3596,Pune,3426.9,4,2,451.18,4
3597,Kolkata,4670.24,3,3,465.48,2
3598,Pune,3780.09,4,3,382.19,2
3600,Mumbai,4471.78,2,2,268.95,1
3601,Hyderabad,2335.73,3,0,174.84,1
3602,Kolkata,4586.13,3,0,173.15,1
3603,Delhi,2384.18,1,0,185.72,1
3604,Hyderabad,4073.07,4,2,442.91,3
3605,Ahmedabad,911.6,4,0,122.87,2
3606,Delhi,1246.26,3,2,458.84,1
3607,Hyderabad,2077.6,1,0,281.07,2
3608,Bangalore,3295.25,3,2,222.53,1
3609,Hyderabad,3691.05,4,0,61.7,2
3610,Chennai,3850.17,4,0,423.21,2
3611,Chennai,4061.01,2,3,390.37,1
3612,Delhi,2372.84,2,3,394.23,4
3613,Chennai,1931.31,1,2,153.83,2
3614,Bangalore,835.34,4,0,364.88,1
3615,Bangalore,2050.75,1,0,131.41,3
3616,Mumbai,4207.63,3,0,239.54,3
3617,Hyderabad,2339.25,3,2,350.44,1
3618,Pune,3290.25,1,0,110.39,1
3619,Chennai,3561.83,3,1,264.98,2
3620,Bangalore,2543.13,2,3,49.69,1
3621,Chennai,3251.37,4,2,71.33,1
3622,Mumbai,947.73,1,0,421.86,2
3623,Ahmedabad,2843.03,4,0,73.87,2
3624,Chennai,1687.18,1,3,136.86,2
3625,Delhi,4033.15,4,0,218.32,1
3626,Chennai,1484.58,1,1,448.86,2
3627,Pune,2686.2,4,0,170.06,1
3628,Mumbai,1795.05,3,1,443.35,4
3629,Kolkata,1738.87,1,3,109.83,3
3631,Chennai,1607.9,3,2,273.73,4
3632,Kolkata,3137.61,4,1,113.08,1
3633,Hyderabad,2541.2,1,0,228.94,4
3634,Kolkata,4411.35,4,3,55.34,1
3635,Ahmedabad,1772.5,4,3,492.19,3
3636,Bangalore,4950.78,3,3,345.56,2
3637,Chennai,1763.08,3,3,461.8,1
3638,Hyderabad,529.24,1,3,378.21,1
3639,Mumbai,4320.07,3,0,435.25,1
3640,Hyderabad,3569.4,4,2,165.81,2
3641,Ahmedabad,4021.27,3,2,63.94,1
3642,Pune,4433.89,3,3,71.1,4
3643,Mumbai,1107.99,3,3,65.7,1
3644,Chennai,1890.17,2,0,72.85,2
3645,Delhi,4640.34,4,1,156.16,4
3646,Ahmedabad,1788.97,2,1,80.68,4
3647,Pune,3182.31,1,1,46.4,1
3648,Chennai,988.76,2,0,69.61,2
3649,Pune,1454.54,3,1,99.84,3
3650,Chennai,3340.06,1,0,457.09,1
3651,Chennai,4543.36,4,0,166.42,1
3653,Mumbai,2323.46,1,1,282.82,3
3654,Delhi,2217.79,1,0,382.69,2
3655,Bangalore,4702.25,2,0,464.11,4
3656,Bangalore,1603.6,3,3,78.94,1
3657,Hyderabad,1850.52,3,0,335.06,2
3658,Kolkata,4018.65,4,2,365.86,1
3660,Delhi,1432.08,1,2,483.13,3
3662,Chennai,2927.52,3,3,444.81,2
3663,Bangalore,1901.48,2,3,54.74,2
3664,Hyderabad,3342.69,3,3,474.11,1
3666,Ahmedabad,2012.62,4,1,385.52,2
3667,Kolkata,2561.74,1,2,432.54,3
3669,Kolkata,2868.46,1,0,313.35,2
3670,Bangalore,3095.14,2,2,32.4,2
3672,Bangalore,4175.8,3,0,422.06,2
3673,Chennai,4295.01,4,0,359.11,2
3674,Chennai,4177.18,2,0,75.31,1
3675,Kolkata,4447.06,2,1,138.78,2
3676,Pune,762.05,4,1,364.85,1
3677,Hyderabad,1433.5,1,0,299.0,3
3678,Mumbai,607.83,4,0,340.96,2
3679,Ahmedabad,2875.89,3,0,480.46,1
3680,Mumbai,4345.15,4,2,160.38,1
3681,Mumbai,2728.42,3,2,420.47,1
3682,Chennai,2073.36,2,0,367.03,2
3683,Chennai,3026.58,4,0,438.82,1
3685,Kolkata,3511.06,3,0,154.55,4
3686,Delhi,1491.95,2,0,140.92,3
3687,Delhi,2585.53,2,0,221.76,1
3688,Ahmedabad,3482.01,3,2,188.49,1
3689,Pune,4207.76,2,3,162.78,4
3690,Pune,3463.73,2,1,64.12,4
3691,Kolkata,1491.86,3,2,177.2,2
3692,Mumbai,3952.87,2,1,80.03,4
3693,Delhi,3387.51,2,3,193.13,1
3694,Mumbai,4734.69,1,2,194.07,3
3695,Mumbai,4976.94,2,3,123.52,3
3696,Ahmedabad,2576.88,1,3,81.41,3
3697,Ahmedabad,3981.96,4,0,348.4,2
3699,Kolkata,465.45,4,1,411.21,1
3700,Kolkata,3912.97,1,3,243.72,3
3701,Kolkata,2261.42,3,0,253.39,2
3702,Delhi,1242.13,4,0,409.89,1
3703,Ahmedabad,4694.01,4,1,407.46,4
3704,Bangalore,3651.07,1,2,273.22,1
3705,Kolkata,3198.71,3,2,237.36,1
3707,Kolkata,1735.43,2,1,261.44,2
3708,Kolkata,3518.32,2,0,327.72,3
3709,Delhi,4339.63,2,3,167.85,3
3710,Mumbai,3189.14,1,2,360.32,2
3711,Kolkata,1239.85,1,1,255.08,1
3712,Chennai,3904.83,4,2,217.95,4
3713,Kolkata,4906.86,4,1,96.03,1
3714,Chennai,4626.23,4,0,298.09,2
3715,Kolkata,3175.91,1,2,371.38,2
3716,Pune,2662.26,1,0,320.85,1
3717,Ahmedabad,907.37,4,2,194.84,2
3718,Kolkata,3564.11,2,1,222.75,1
3719,Mumbai,2792.79,2,2,251.15,2
3720,Kolkata,4821.74,1,1,411.45,3
3721,Pune,2301.18,2,0,313.04,1
3723,Kolkata,1381.35,4,3,94.49,2
3724,Delhi,2314.24,3,2,224.29,2
3725,Kolkata,1482.53,2,0,255.2,1
3726,Pune,1082.09,2,2,176.03,2
3727,Delhi,970.26,2,0,119.6,1
3728,Pune,4471.13,2,1,431.35,4
3729,Mumbai,1095.88,4,3,37.34,1
3730,Hyderabad,930.42,1,0,109.49,1
3731,Kolkata,3199.58,1,2,76.55,2
3733,Chennai,3796.76,2,2,442.05,1
3734,Ahmedabad,4925.64,2,3,473.65,4
3735,Mumbai,3076.46,3,1,245.51,2
3736,Hyderabad,846.6,4,2,310.56,1
3737,Hyderabad,4467.01,3,0,155.6,4
3738,Ahmedabad,1913.2,1,0,255.12,4
3739,Ahmedabad,2525.12,3,3,125.2,4
3740,Delhi,3726.79,4,1,143.85,2
3741,Chennai,2515.54,3,1,274.06,2
3742,Bangalore,2353.16,3,1,410.44,2
3743,Ahmedabad,2657.66,4,0,238.58,2
3744,Pune,4374.8,4,3,188.43,3
3745,Delhi,1172.31,4,2,177.47,1
3746,Bangalore,3468.93,4,3,418.31,4
3747,Hyderabad,1305.09,4,0,479.8,4
3748,Chennai,1646.83,4,2,429.17,2
3749,Kolkata,3584.2,4,2,227.11,4
3750,Delhi,4190.25,2,2,413.83,1
3751,Delhi,1663.19,2,2,376.0,3
3752,Ahmedabad,2624.21,4,3,128.93,3
3753,Chennai,2479.15,2,3,331.58,3
3754,Chennai,843.41,2,0,139.87,2
3755,Kolkata,1053.73,4,2,258.76,2
3756,Hyderabad,2645.08,2,0,88.41,3
3757,Hyderabad,2893.67,4,3,408.74,3
3758,Mumbai,933.67,4,3,369.74,3
3759,Ahmedabad,2168.98,3,0,458.86,1
3761,Chennai,4298.18,1,3,443.06,4
3762,Kolkata,3671.5,4,2,104.4,1
3764,Pune,1007.73,4,3,160.17,1
3765,Mumbai,1094.31,4,1,75.06,2
3766,Chennai,3180.49,3,0,474.38,3
3767,Bangalore,1205.25,2,1,110.02,2
3768,Hyderabad,3808.36,3,2,141.99,1
3770,Bangalore,4084.55,1,0,359.47,3
3771,Ahmedabad,4673.29,3,1,306.84,4
3772,Mumbai,4614.2,1,0,457.59,1
3773,Chennai,381.69,4,0,21.33,1
3774,Kolkata,1369.16,2,0,172.4,2
3775,Hyderabad,2473.61,1,2,370.64,2
3776,Chennai,1237.77,4,1,252.04,2
3777,Mumbai,3615.91,1,0,379.47,1
3778,Bangalore,2721.27,1,0,289.9,4
3779,Mumbai,2839.45,2,3,84.04,2
3780,Chennai,3594.56,1,1,299.03,2
3783,Mumbai,1518.01,1,1,225.99,2
3784,Pune,4034.78,1,1,439.74,3
3786,Ahmedabad,3975.94,3,3,352.64,2
3787,Chennai,2764.52,4,3,30.97,3
3788,Pune,3646.73,3,2,325.73,2
3789,Delhi,2858.75,3,1,378.54,2
3790,Ahmedabad,2273.55,2,0,184.7,1
3793,Bangalore,3229.59,1,1,322.67,4
3794,Pune,2452.1,4,2,365.61,2
3796,Delhi,2708.05,4,3,477.46,2
3797,Kolkata,1187.91,4,0,20.13,2
3798,Kolkata,818.82,2,3,12.27,1
3799,Pune,3635.3,3,0,275.92,1
3800,Pune,1869.69,4,2,226.87,2
3801,Chennai,4547.09,1,3,236.95,2
3802,Pune,1070.63,3,2,146.63,1
3803,Pune,3198.88,4,3,352.58,4
3804,Bangalore,1038.64,2,0,155.22,2
3805,Delhi,3915.97,1,2,478.26,2
3806,Delhi,2365.11,3,0,270.96,2
3808,Mumbai,1774.72,2,3,416.8,1
3809,Hyderabad,4403.1,1,1,90.43,4
3810,Bangalore,3591.0,4,1,235.79,4
3811,Hyderabad,3311.28,1,1,290.21,2
3812,Pune,4531.53,4,3,346.68,4
3813,Hyderabad,3208.81,1,0,449.89,2
3814,Pune,3787.69,3,3,250.93,3
3815,Chennai,4136.41,4,1,457.8,2
3816,Kolkata,3249.15,4,2,487.03,4
3817,Chennai,1061.09,1,1,250.64,1
3820,Hyderabad,1127.27,3,1,369.75,2
3821,Delhi,4605.99,3,2,433.35,2
3822,Hyderabad,4478.04,4,0,106.03,1
3823,Pune,4110.54,1,3,254.18,1
3824,Delhi,2128.19,4,2,160.2,2
3825,Bangalore,2723.24,3,1,61.46,1
3826,Kolkata,2813.2,4,2,201.01,3
3827,Kolkata,2073.25,3,2,169.46,4
3828,Pune,1526.97,4,3,371.75,1
3829,Ahmedabad,2087.65,3,0,115.43,1
3830,Pune,1120.44,3,0,76.69,2
3831,Hyderabad,2745.68,4,0,349.08,4
3832,Chennai,1862.12,1,1,46.92,1
3833,Chennai,806.86,2,2,171.94,1
3834,Ahmedabad,3958.45,4,3,262.71,2
3835,Mumbai,3302.84,4,3,119.91,2
3836,Pune,3066.99,3,1,130.81,1
3837,Hyderabad,1542.5,3,3,55.85,2
3838,Hyderabad,4403.73,1,1,62.22,1
3839,Pune,4719.45,2,3,215.3,4
3840,Hyderabad,1137.94,4,0,311.67,2
3841,Kolkata,3398.55,4,0,440.97,3
3842,Bangalore,2624.95,1,2,350.97,2
3843,Delhi,1431.16,1,0,224.11,1
3844,Chennai,3620.01,1,1,156.82,4
3845,Hyderabad,937.22,2,3,142.28,3
3846,Ahmedabad,851.44,2,1,243.42,1
3847,Kolkata,3012.95,1,3,266.25,4
3848,Delhi,759.75,3,2,174.08,1
3850,Delhi,3688.24,3,3,449.77,3
3851,Delhi,3047.72,2,1,210.31,1
3852,Kolkata,2195.89,3,2,119.97,2
3853,Chennai,4316.49,2,2,311.93,1
3854,Ahmedabad,1547.09,1,0,120.65,1
3856,Bangalore,1476.61,2,3,251.49,2
3857,Kolkata,2276.61,3,0,63.65,3
3858,Hyderabad,4331.42,3,3,451.54,2
3859,Hyderabad,4315.99,3,0,70.34,1
3860,Bangalore,799.26,2,3,113.32,2
3861,Hyderabad,4765.06,2,2,58.65,2
3862,Mumbai,2147.33,2,0,407.75,1
3863,Chennai,1689.76,1,1,422.92,2
3864,Ahmedabad,4775.44,3,2,444.18,1
3866,Ahmedabad,2777.66,3,0,286.04,1
3867,Pune,3336.27,1,1,401.89,3
3869,Delhi,4238.33,2,3,458.3,2
3872,Hyderabad,2946.83,2,3,476.29,2
3873,Bangalore,4131.45,3,2,234.98,3
3875,Mumbai,768.3,1,0,254.74,2
3876,Bangalore,4332.2,3,1,178.91,3
3877,Chennai,3781.86,4,1,224.0,1
3878,Mumbai,2979.31,3,3,40.31,1
3879,Bangalore,4317.67,1,0,165.03,1
3880,Pune,4616.03,2,0,199.17,2
3881,Pune,3947.64,1,2,485.06,2
3882,Ahmedabad,1218.73,3,0,111.38,4
3883,Delhi,3345.88,4,2,228.76,3
3884,Hyderabad,2201.45,1,3,245.93,3
3885,Bangalore,3412.13,1,1,236.6,3
3886,Ahmedabad,1024.92,4,3,182.08,2
3887,Kolkata,1410.03,1,2,142.84,2
3888,Ahmedabad,3219.74,1,3,288.32,2
3889,Chennai,4148.89,1,1,256.98,2
3891,Mumbai,4363.74,2,2,349.11,2
3892,Delhi,4490.7,4,2,290.76,2
3893,Mumbai,3590.93,3,0,439.67,2
3894,Bangalore,1861.33,4,2,366.42,2
3895,Bangalore,1420.01,1,0,273.95,2
3896,Ahmedabad,4534.16,1,0,291.89,1
3897,Delhi,1657.86,3,0,274.67,3
3898,Chennai,3448.99,4,1,172.76,1
3899,Hyderabad,4141.19,2,3,97.26,4
3900,Kolkata,4693.33,1,1,210.19,3
3901,Mumbai,2163.81,3,3,257.17,4
3902,Ahmedabad,2418.69,3,0,205.26,1
3903,Mumbai,1816.07,3,1,144.3,4
3904,Chennai,2488.81,4,0,98.6,1
3905,Bangalore,2745.24,3,1,36.35,3
3906,Hyderabad,3121.17,2,3,337.24,2
3907,Delhi,2803.27,3,1,122.83,1
3908,Chennai,1550.52,4,2,483.49,1
3909,Kolkata,2063.75,4,0,152.05,2
3911,Delhi,4710.91,1,3,456.11,3
3912,Delhi,3087.13,3,0,488.93,3
3913,Bangalore,564.16,2,2,489.26,1
3915,Chennai,4208.02,3,0,132.49,2
3916,Ahmedabad,4592.66,2,1,110.32,4
3918,Hyderabad,2825.64,3,0,291.14,2
3920,Ahmedabad,3929.16,3,0,383.44,3
3921,Mumbai,1312.88,4,0,82.38,3
3922,Mumbai,4302.01,4,2,418.84,2
3924,Pune,1717.54,1,0,461.57,2
3925,Pune,3309.71,1,0,279.25,2
3927,Pune,1655.31,2,0,311.25,2
3928,Pune,3294.91,4,2,486.0,3
3930,Hyderabad,2775.96,2,1,433.85,2
3932,Pune,4882.96,1,3,176.16,2
3933,Ahmedabad,4970.26,2,2,312.74,2
3934,Mumbai,4773.65,1,3,373.58,2
3935,Mumbai,2522.39,1,1,166.12,4
3936,Mumbai,2760.0,2,3,107.04,2
3937,Hyderabad,4153.27,1,1,156.53,3
3938,Ahmedabad,1300.3,1,2,349.5,1
3940,Hyderabad,1687.97,1,1,153.19,1
3941,Mumbai,2032.27,2,3,335.4,2
3942,Hyderabad,4206.98,1,2,150.92,4
3943,Delhi,1783.9,1,0,148.57,3
3945,Chennai,4028.58,4,1,235.38,1
3946,Hyderabad,1166.13,1,0,29.52,2
3947,Chennai,3349.96,1,2,205.71,2
3948,Pune,4200.0,3,2,192.68,1
3949,Kolkata,2650.14,4,3,465.8,2
3950,Hyderabad,4066.98,3,0,92.15,1
3951,Delhi,2923.53,2,2,452.79,1
3952,Bangalore,2571.93,3,1,334.65,2
3953,Mumbai,2157.27,2,0,85.43,2
3954,Chennai,4788.2,1,1,360.95,3
3955,Mumbai,3918.99,3,3,168.26,2
3956,Pune,4223.59,2,1,295.81,1
3958,Chennai,2303.89,2,3,121.46,3
3959,Hyderabad,871.17,3,0,292.94,2
3960,Kolkata,3317.64,2,1,107.44,4
3962,Pune,1676.46,4,0,140.89,4
3963,Kolkata,4289.14,2,0,200.33,1
3964,Chennai,2467.33,4,2,449.65,4
3965,Pune,2712.11,3,3,290.77,2
3966,Mumbai,2261.49,4,2,381.05,1
3967,Ahmedabad,3768.13,4,0,375.91,1
3968,Ahmedabad,356.46,4,2,269.37,1
3969,Hyderabad,3073.26,4,2,126.94,4
3970,Pune,2274.7,1,3,32.06,2
3971,Kolkata,853.05,1,0,403.76,1
3972,Ahmedabad,3762.18,4,0,216.12,2
3973,Chennai,3605.25,2,3,198.26,2
3974,Hyderabad,4270.63,4,0,384.55,1
3975,Chennai,1884.76,3,2,395.51,1
3976,Chennai,1450.96,2,0,248.13,4
3977,Chennai,1648.98,3,3,37.95,2
3978,Kolkata,2161.68,2,3,420.29,3
3979,Delhi,1665.25,2,1,215.86,3
3980,Ahmedabad,3078.68,2,0,146.0,3
3981,Mumbai,2030.94,4,1,462.84,4
3982,Pune,4317.02,1,0,58.71,1
3983,Pune,1579.32,2,3,190.41,2
3984,Bangalore,2879.76,1,1,67.6,1
3985,Delhi,2857.11,2,3,427.12,2
3986,Pune,3396.31,1,2,76.93,2
3987,Mumbai,3281.21,1,0,265.71,1
3988,Delhi,764.91,1,1,198.88,1
3989,Kolkata,3122.84,3,1,438.95,2
3990,Bangalore,3519.11,1,1,490.38,3
3992,Pune,1866.02,1,0,284.2,3
3994,Hyderabad,3774.78,3,2,132.36,1
3996,Chennai,4957.63,3,1,364.88,2
3997,Bangalore,832.56,4,3,463.08,1
3998,Delhi,2292.33,3,0,224.88,4
3999,Chennai,1376.15,3,1,173.32,2
4000,Pune,2177.48,2,2,437.34,1
4001,Chennai,2471.12,3,1,310.22,2
4002,Delhi,3378.22,1,0,479.1,2
4003,Chennai,3538.54,3,3,493.96,1
4004,Delhi,2099.43,2,1,36.31,1
4005,Mumbai,755.76,4,2,460.22,1
4006,Hyderabad,2735.86,1,3,38.7,2
4007,Chennai,2873.7,2,2,463.16,1
4008,Kolkata,911.03,3,1,51.76,1
4010,Mumbai,1772.8,1,1,339.81,1
4011,Hyderabad,3506.98,3,2,432.26,2
4012,Hyderabad,1988.68,1,1,367.5,1
4013,Pune,797.25,2,0,347.7,2
4014,Hyderabad,1183.36,4,3,79.78,2
4015,Delhi,3937.5,4,2,269.9,2
4016,Mumbai,4212.96,4,2,135.33,1
4017,Bangalore,1535.22,2,2,235.42,1
4018,Kolkata,4328.4,3,0,140.79,1
4019,Delhi,975.47,3,0,254.44,1
4020,Pune,4479.26,4,1,425.52,1
4021,Bangalore,3658.09,1,2,494.8,1
